unique_number,id_no,rev_bis,name_en,name_fr,name_es,name_ru,name_ar,name_zh,short_description_en,short_description_fr,short_description_es,short_description_ru,short_description_ar,short_description_zh,justification_en,justification_fr,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,states_name_es,states_name_ru,states_name_ar,states_name_zh,region_en,region_fr,iso_code,udnp_code,transboundary
230,208,Rev,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,Paysage culturel et vestiges archéologiques de la vallée de Bamiyan,Paisaje cultural y vestigios arqueológicos del Valle de Bamiyán,Культурный ландшафт и археологические находки в долине Бамиан,المنظر الثقافي والبقايا الأثرية في وادي باميان,巴米扬山谷的文化景观和考古遗迹,"<p>The cultural landscape and archaeological remains of the Bamiyan Valley represent the artistic and religious developments which from the 1st to the 13th centuries characterized ancient Bakhtria, integrating various cultural influences into the Gandhara school of Buddhist art. The area contains numerous Buddhist monastic ensembles and sanctuaries, as well as fortified edifices from the Islamic period. The site is also testimony to the tragic destruction by the Taliban of the two standing Buddha statues, which shook the world in March 2001.</p>","<p>Le paysage culturel et les vestiges archéologiques de la vallée de Bamiyan illustrent les développements artistiques et religieux qui, du Ier au XIIIe siècle, ont caractérisé l’ancienne Bactriane, intégrant diverses influences culturelles pour former l’école d’art bouddhique du Gandhara. Le site contient plusieurs ensembles monastiques et sanctuaires bouddhistes, ainsi que des édifices fortifiés de la période islamique. Il témoigne également de la tragique destruction des deux bouddhas debout par les taliban, qui ébranla le monde en mars 2001.</p>","<p>Este sitio es un exponente de las creaciones artísticas y religiosas características de la antigua Bactriana entre el siglo I y el XIII, en las que confluyeron distintas influencias culturales que desembocaron en la afirmación de la escuela de arte búdico del Gandhara. El sitio comprende varios conjuntos monásticos y santuarios budistas, así como edificios fortificados de la época islámica. El valle fue escenario de la trágica destrucción de las dos monumentales estatuas de Buda en pie, perpetrada por los talibanes en marzo de 2001, que causó una honda conmoción en el mundo entero.</p>","<p>Культурный ландшафт и археологические находки в долине Бамиан иллюстрируют развитие искусства и религии древней Бактрии с I до XIII вв., где различные культурные влияния интегрировались в гандхарскую школу буддийского искусства. Район содержит множество буддийских монастырских ансамблей и святилищ, укрепленных зданий, относящихся к мусульманскому периоду. Этот объект был свидетелем трагического разрушения талибами двух статуй стоящего Будды, которое шокировало мир в марте 2001 г.</p>","<p dir=""rtl"">يمثّل المنظر الثقافي والبقايا الأثرية في وادي باميان التطوّر الفنيّ والدينيّ الذي ميّز (إمبراطورية) ""بختريان"" القديمة بين القرن الأول والقرن الثالث عشر، فاجتمعت التأثيرات الثقافية المختلفة لتثمر عن المدرسة البوذيّة الفنيّة في غاندهارا. يحتوي الموقع على مجمّعات رهبانية مختلفة ومقدّسات بوذية عديدة، بالإضافة إلى مبانِ معزّزة تعود إلى العصر الإسلامي. ويشهد الموقع أيضاً على الدمار المأساوي لتمثالي بوذا الواقفين، وهو دمار أقدم عليه الطالبان وهزّ العالم في آذار/ مارس من العام 2001.</p>",<p>巴米扬山谷的文化景观和考古遗址向世人展示了从公元1世纪至13世纪期间以古代巴克特里亚文化为特征的艺术和宗教发展。正是在这一发展过程中，佛教艺术的干达拉流派兼收并蓄了各种文化影响。这一地区汇集了大量的佛教寺院、庙宇，以及伊斯兰教时期的防御建筑。此遗址同时也见证了塔利班政权无情摧毁两尊立佛像的暴行。这一事件在2001年3月曾震惊世界。</p>,"<p><em>Criterion (i):</em> The Buddha statues and the cave art in Bamiyan Valley are an outstanding representation of the Gandharan school in Buddhist art in the Central Asian region.</p>
<p><em>Criterion (ii)</em> : The artistic and architectural remains of Bamiyan Valley, and an important Buddhist centre on the Silk Road, are an exceptional testimony to the interchange of Indian, Hellenistic, Roman, Sasanian influences as the basis for the development of a particular artistic expression in the Gandharan school. To this can be added the Islamic influence in a later period.</p>
<p><em>Criterion (iii):</em> The Bamiyan Valley bears an exceptional testimony to a cultural tradition in the Central Asian region, which has disappeared.</p>
<p><em>Criterion (iv):</em> The Bamiyan Valley is an outstanding example of a cultural landscape which illustrates a significant period in Buddhism.</p>
<p><em>Criterion (vi):</em> The Bamiyan Valley is the most monumental expression of the western Buddhism. It was an important centre of pilgrimage over many centuries. Due to their symbolic values, the monuments have suffered at different times of their existence, including the deliberate destruction in 2001, which shook the whole world.</p>","<p><em>Critère (i):</em> Les statues de Bouddha et l’art rupestre de la vallée de Bamyan sont une représentation exceptionnelle de l’école du Gandhara dans l’art bouddhique de la région d’Asie centrale.</p>
<p><em>Critère (ii):</em> Les vestiges artistiques et architecturaux de la vallée de Bamyan, important centre bouddhiste sur la Route de la Soie, sont un témoignage exceptionnel de l’échange des influences indiennes, hellénistiques, romaines et sassanides qui ont servi de fondations à une expression artistique particulière de l’école du Gandhara. À cela s’ajoute une influence islamique ultérieure.</p>
<p><em>Critère (iii):</em> La vallée de Bamyan est un témoignage exceptionnel d’une tradition culturelle d’Asie centrale aujourd’hui disparue.</p>
<p><em>Critère (iv):</em> La vallée de Bamyan est un exemple exceptionnel de paysage culturel illustrant une période significative du bouddhisme.</p>
<p><em>Critère (vi):</em> La vallée de Bamyan est l’expression monumentale la plus importante du Bouddhisme occidental. Ce fut un centre de pèlerinage essentiel sur plusieurs siècles. Les monuments, en raison de leurs valeurs symboliques, ont souffert à différentes périodes de leur histoire, notamment lors de la destruction délibérée de 2001, qui secoua le monde entier.</p>",2003,,1,,Y 2003,67.82525,34.84694,158.9265,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Afghanistan,Afghanistan,Afganistán,Афганистан,أفغانستان,阿富汗,Asia and the Pacific,Asie et Pacifique,af,afg,0
234,211,Rev,Minaret and Archaeological Remains of Jam,Minaret et vestiges archéologiques de Djam,Minarete y vestigios arqueológicos de Jam,Минарет и археологические объекты в Джеме,مئذنة جام  وبقاياها الاثرية,查姆回教寺院尖塔和考古遗址,"<p>The 65m-tall Minaret of Jam is a graceful, soaring structure, dating back to the 12th century. Covered in elaborate brickwork with a blue tile inscription at the top, it is noteworthy for the quality of its architecture and decoration, which represent the culmination of an architectural and artistic tradition in this region. Its impact is heightened by its dramatic setting, a deep river valley between towering mountains in the heart of the Ghur province.</p>","<p>Haut de 65m, le minaret de Djam est une construction gracieuse et élancée datant du XIIe siècle. Recouvert d’une décoration complexe en briques et portant une inscription de tuiles bleues au sommet, il est remarquable par la qualité de son architecture et de ses motifs décoratifs, qui représentent l’apogée d’une tradition artistique propre à cette région. Son impact est renforcé par un environnement spectaculaire : une vallée profonde qui s’ouvre entre d’imposantes montagnes au cœur de la province du Ghor.</p>","<p>Con sus 65 metros de altura, el minarete de Jam es una construcción esbelta y llena de gracia que data del siglo XII. Se distingue por la compleja decoración con ladrillo de sus paredes, rematada en la cúspide por una franja de cerámica azul con una inscripción. La calidad de su arquitectura y ornamentación es una muestra del apogeo de la tradición artística de la región. La belleza del sitio se ve realzada por su entorno espectacular: un profundo valle de imponentes laderas montañosas, situado en el centro de la provincia de Ghor.</p>","<p>65-метровый минарет Джема – грациозное и как бы парящее в воздухе сооружение, построенное в XII в. Имеющий тщательно отделанную кирпичную поверхность с надписями по голубой плитке на завершении, минарет примечателен качеством своей архитектуры и отделки, представляющих кульминацию архитектурно-художественной традиции этого региона. Впечатление от минарета усиливается благодаря его нахождению в выразительном окружении, в глубокой речной долине, обрамленной высокими горами в самом сердце провинции Гур.</p>","<p dir=""rtl"">إن مئذنة جام بناء رشيق وممشوق؛ يبلغ ارتفاعها 65 متراً وتُرقى إلى القرن الثاني عشر. تغطيها زينة معقّدة التركيب من القرميد وتعلو قمتها كتابات بالقرميد الأزرق. تتميّز المئذنة بنوعية هندستها المعمارية ورسومها التزيينية التي تمثل قمّة التقاليد الفنية الخاصة بالمنطقة. ويزداد أثرها أهمية بفضل المحيط المذهل الذي تقع فيه، لأنها في وادٍِ عميق مفتوح بين جبال شاهقة وسط إقليم غور.</p>","<p>65米高的查姆尖塔庄严肃穆，高耸入云，其历史可追溯到公元12世纪。塔外砌烧制精巧的砖石, 顶部饰有蓝色釉面的琉璃瓦铭刻建筑工艺高超，装饰精美，代表了该地区建筑和艺术的最高水平。尖塔地处古尔省(Ghur province)心脏位置，依山傍水，从狭窄河谷中拔地而起，其独特的地理环境又为之平添了几分魅力。</p>","<p><em>Criterion (ii):</em> The innovative architecture and decoration of the Minaret of Jam played a significant role in the development of the arts and architecture of the Indian sub-continent and beyond.</p>
<p><em>Criterion (iii): </em>The Minaret of Jam and its associated archaeological remains constitute exceptional testimony to the power and quality of the Ghurid civilization that dominated its region in the 12th and 13th centuries.</p>
<p><em>Criterion (iv): </em>The Minaret of Jam is an outstanding example of Islamic architecture and ornamentation in this region and played a significant role in their further dissemination.</p>","<p><em>Critère (ii)</em> : L'architecture et la décoration innovatrices du Minaret de Djam ont joué un rôle significatif dans le développement des arts et de l'architecture du sous-continent indien et au-delà.</p>
<p><em>Critère (iii)</em> : Le minaret de Djam et ses vestiges archéologiques associés constituent un témoignage exceptionnel de la puissance et de la qualité de la civilisation ghoride qui domina cette région aux XIIe et XIIIe siècles.</p>
<p><em>Critère (iv)</em> : Le minaret de Djam est un exemple exceptionnel de l’architecture et de l’ornementation islamiques dans la région et joua un rôle dans leur diffusion.</p>",2002,,1,,Y 2002,64.51588889,34.39641667,70,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Afghanistan,Afghanistan,Afganistán,Афганистан,أفغانستان,阿富汗,Asia and the Pacific,Asie et Pacifique,af,afg,0
1590,569,Bis,Historic Centres of Berat and Gjirokastra,Centres historiques de Berat et de Gjirokastra,Ciudad Museo de Gjirokastra,Исторические центры Берата и Джирокастры,المركزان التاريخيان لبيرات وجيروكاسترا,,"<p>Berat and Gjirokastra are inscribed as rare examples of an architectural character typical of the Ottoman period. Located in central Albania, Berat bears witness to the coexistence of various religious and cultural communities down the centuries. It features a castle, locally known as the Kala, most of which was built in the 13th century, although its origins date back to the 4th century BC. The citadel area numbers many Byzantine churches, mainly from the 13th century, as well as several mosques built under the Ottoman era which began in 1417. Gjirokastra, in the Drinos river valley in southern Albania, features a series of outstanding two-story houses which were developed in the 17th century. The town also retains a bazaar, an 18th-century mosque and two churches of the same period.</p>","<p>Berat et Gjirokastra sont inscrites en tant que rares exemples d'un style architectural typique de la période ottomane. Située dans le centre de l'Albanie, Berat porte le témoignage de la coexistence de différentes communautés religieuses et culturelles au fil des siècles. Elle comprend un château, localement appelé le Kala, dont la majeure partie fut construite au XIIIe siècle, bien que ses origines remontent au IVe siècle avant JC. Le quartier de la citadelle compte de nombreuses églises byzantines, dont plusieurs du XIIIème siècle, ainsi que plusieurs mosquées construites sous l'ère ottomane qui débuta en 1417. Gjirokastra, dans la vallée de la rivière Drinos au sud de l'Albanie, comprend une série de remarquables maisons à deux étages, qui se développèrent au XVIIe siècle. La ville comprend également un bazar, une mosquée du XVIIIe siècle ainsi que deux églises de la même époque.</p>","<p>Situada en el valle del río Drinos, al sur de Albania, la histórica ciudad de Gjirokastra es uno de los raros ejemplos de ciudad otomana en buen estado de conservación. Construida por latifundistas, Gjirokastra está estructurada en torno a la antigua ciudadela del siglo XIII y su arquitectura se caracteriza su casas torretas denominadas en turco kullë (“torre”). Típica ciudad balcánica, Gjirokastra posee notables ejemplos de este tipo de casas cuya construcción se remonta al siglo XVII, si bien algunas de las más sofisticadas datan de principios del siglo XIX. Una kullë típica consta de una planta baja elevada sobre el suelo, un primer piso para vivir en invierno y un segundo para la época estival. La decoración interior es muy ornamentada y comprende pinturas con motivos florales, sobre todo en las estancias destinadas a los huéspedes. Gjirokastra cuenta también con un bazar, una mezquita y dos iglesias del siglo XVIII.</p>","<p>Исторические центры Берата и Джирокастры являются добавлением городского центра Берата к центру Джирокастры, уже включенному в Список в 2005 году как редкий образец хорошо сохранившегося поселения оттоманского периода. Берат, расположенный в центральной части Албании, свидетельствует о многовековом сосуществовании различных религий и культурных общин. В этом городе с населением в 64 000 человек высится замок - Кала. Его основная часть относится к XIII веку, хотя строительство сооружения началось в IV веке до н.э. В районе цитадели возведены многочисленные византийские церкви, относящиеся по большей части к XIII веку, во многих из них сохранились ценные настенные росписи и иконы. Здесь находятся и несколько мечетей, построенных в оттоманский период. На территории объекта имеется несколько домов для религиозных общин. В некоторых из них в XVIII веке собирались, например, братства суфистов. Следует также отметить хорошо сохранившиеся дома, выстроенные в характерном стиле.</p>","<p dir=""rtl"">يمثل المركزان التاريخيان لبيرات وجيروكاسترا (ألبانيا) امتداداً لمركز مدينة جيروكاسترا الذي سبق أن أدرِج في عام 2005، كمثال نادر عن مدينة عثمانية جيدة الصون. تقع بيرات في وسط ألبانيا، وتشهد على التعايش بين مختلف الطوائف الدينية والتيارات الثقافية منذ قرون عدة. تحصي المدينة 000 64 نسمة، وتشمل قصراً يُعرف محلياً بقصر القلعة بُُني الجزء الرئيسي منه في القرن الثالث عشر، علماً أن آثاره القديمة ترقى إلى القرن الرابع قبل الميلاد. وتشمل منطقة القلعة كنائس بيزنطية عديدة، يعود معظمها إلى القرن الثالث عشر، ويحوي عدد منها رسوماً جدارية وأيقونات قيمة. وفي المدينة أيضاً عدد من المساجد التي بُنيت في الحقبة العثمانية التي بدأت في عام 1417. تحوي بيرات كذلك بيوتاً عدة للطوائف الدينية، وقد استخدم بعضها بالأخص من جانب الأخوية الصوفية في القرن الثامن عشر، ومساكن مصانة صيانة جيدة تتسم بأسلوب متميز.</p>",,,,2005,2008,0,,,20.14083333,40.07416667,58.9,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Albania,Albanie,Albania,Албания,ألبانيا,阿尔巴尼亚,Europe and North America,Europe et Amérique du Nord,al,alb,0
1563,570,ter,Butrint,Butrint,Butrinto,Древний город Бутринт,بوترنت,布特林特,"<p>Inhabited since prehistoric times, Butrint has been the site of a Greek colony, a Roman city and a bishopric. Following a period of prosperity under Byzantine administration, then a brief occupation by the Venetians, the city was abandoned in the late Middle Ages after marshes formed in the area. The present archaeological site is a repository of ruins representing each period in the city’s development.</p>","<p>Habité depuis les temps préhistoriques, le site de Butrint fut successivement le siège d’une colonie grecque, d’une ville romaine, puis d’un évêché. Après une époque de prospérité sous l’administration de Byzance, puis une brève occupation vénitienne, la ville fut abandonnée par sa population à la fin du Moyen Âge à cause de la présence de marécages voisins. Le site archéologique actuel est un conservatoire des ruines représentatives de chaque période du développement de la ville.</p>","<p>Habitado desde tiempos prehistóricos, el sitio de Butrinto fue sucesivamente colonia griega, ciudad romana y sede de un obispado. Tras un período de prosperidad bajo la dominación de Bizancio y una breve ocupación de Venecia, la ciudad fue abandonada a fines de la Edad Media debido a la formación de tierras pantanosas en sus alrededores. Hoy en día, es un sitio arqueológico donde se pueden contemplar ruinas representativas de de cada una de las etapas de su historia.</p>","<p>Бутринт был местом древнегреческой колонии, древнеримским городом и центром епископства. Вслед за периодом процветания времен Византийской империи и краткой венецианской оккупации, в позднем средневековье город был заброшен, а территория заболочена. В настоящее время это - памятник археологии, где можно увидеть руины, отражающие каждый исторический период развития города. </p>","<p dir=""rtl"">إن موقع بوترنت الذي عرف استقراراً بشرياً منذ أيام ما قبل التاريخ كان على التوالي مقراً لمستوطنة إغريقية ومن ثم بلدة رومانية ومن بعدها مطرانية. وبعد فترة ازدهار تحت إدارة بيزنطيا تبعه احتلال بندقي قصير الأمد للمنطقة، هجر السكان المدينة في نهاية القرون الوسطى بسبب وجود مستنقعات قريبة. إن الموقع الأثري الحالي هو مجمع آثار تتمثّل فيه كلّ حقبة من حقبات تطوّر المدينة.</p>",<p>布特林特城史前就有人定居，先后为希腊殖民地、古罗马城市和主教辖区所在地。在拜占庭时期，这里曾一度非常繁荣，后被威尼斯人短期占领。中世纪后期，由于该地区变成了沼泽，所以这个城市便被遗弃了。现在的考古遗址其实就是一个废墟，展现了这个城市发展各个时期的风貌。</p>,,,1992,1999,0,2005,P 1997-2005,20.02095,39.745732,,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Albania,Albanie,Albania,Албания,ألبانيا,阿尔巴尼亚,Europe and North America,Europe et Amérique du Nord,al,alb,0
111,102,,Al Qal'a of Beni Hammad,La Kalâa des Béni Hammad,Kalâa de los Béni-Hammad,Крепость Аль-Кала в древнем городе Бени-Хаммад,قلعة بني حمّاد,贝尼•哈玛德的卡拉城,"<p>In a mountainous site of extraordinary beauty, the ruins of the first capital of the Hammadid emirs, founded in 1007 and demolished in 1152, provide an authentic picture of a fortified Muslim city. The mosque, whose prayer room has 13 aisles with eight bays, is one of the largest in Algeria.</p>","<p>Dans un site montagneux d’une saisissante beauté, les ruines de la première capitale des émirs hammadides, fondée en 1007 et démantelée en 1152, nous restituent l’image authentique d’une ville musulmane fortifiée. Sa mosquée, avec sa salle de prière de 13 nefs à 8 travées, est l’une des plus grandes d’Algérie.</p>","<p>Situadas en un paisaje montañoso de sorprendente belleza, las ruinas de la primera capital de los emires hamadidas –fundada en 1007 y destruida en 1152– ofrecen una imagen fidedigna de una ciudad musulmana fortificada. El oratorio de su mezquita, que es una de las más imponentes de Argelia, tiene trece naves con ocho bovedillas.</p>","<p>Расположенные в горной местности необыкновенной красоты, руины первой столицы эмиров из династии Хаммадидов, основанной в 1007 году и разрушенной в 1152, являют собой подлинную картину укрепленного мусульманского города. Мечеть, молельная зала которой имеет 13 боковых нефов с восемью нишами, является одной из самых больших в Алжире.</p>","<p dir=""rtl"">ترتفع بقايا عاصمة إمارة بني حمّاد الأولى في موقع جبلي رائع الجمال وقد تأسست في العام 1007 وتفكّكت في العام 1152، وهي تعيد إلينا الصورة الأصيلة الخاصة ببلدة مسلمة محصّنة. ويُعتبر المسجد بقاعة الصلاة المؤلفة من 13 صحناً وثماني فواصل من أكبر مساجد الجزائر.</p>",<p>哈玛德王朝（Hammadid emirs）第一个首都的遗址，位于风景秀美的山区，始建于公元1007年，毁于公元1152年，是要塞型穆斯林城市的真实写照。这里的清真寺祈祷室有13条走廊和8个隔间，是阿尔及利亚最大的清真寺之一。</p>,,,1980,,0,,,4.78684,35.81844,150,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Algeria,Algérie,Argelia,Алжир,الجزائر,阿尔及利亚,Arab States,États arabes,dz,dza,0
198,179,,Tassili n'Ajjer,Tassili n'Ajjer,Tasili n’Ajer,Плато Тассилин-Аджер,طاسيلي ناجّر,阿杰尔的塔西利,"<p>Located in a strange lunar landscape of great geological interest, this site has one of the most important groupings of prehistoric cave art in the world. More than 15,000 drawings and engravings record the climatic changes, the animal migrations and the evolution of human life on the edge of the Sahara from 6000 BC to the first centuries of the present era. The geological formations are of outstanding scenic interest, with eroded sandstones forming ‘forests of rock’.</p>","<p>Cet étrange paysage lunaire de grand intérêt géologique abrite l’un des plus importants ensembles d’art rupestre préhistorique du monde. Plus de 15 000 dessins et gravures permettent d’y suivre, depuis 6000 av. J.-C. jusqu’aux premiers siècles de notre ère, les changements du climat, les migrations de la faune et l’évolution de la vie humaine aux confins du Sahara. Le panorama de formations géologiques présente un intérêt exceptionnel avec ses « forêts de rochers » de grès érodé.</p>","<p>Ubicado en un extraño paisaje lunar de gran interés geológico, el sitio de Tasili n’Ajer alberga uno de los conjuntos más importantes del mundo de arte rupestre prehistórico. Unos 15.000 dibujos y grabados permiten seguir las huellas de los cambios climáticos, las migraciones de la fauna y la evolución de la vida humana en los confines del Sahara, desde el año 6000 a.C. hasta los primeros siglos nuestra era. Las formaciones geológicas en forma de “bosques rocosos” de arenisca erosionada revisten un interés excepcional.</p>","<p>Здесь, среди необычного «лунного» ландшафта, представляющего огромный геологический интерес, располагается одна из крупнейших в мире коллекций доисторического наскального искусства. Более 15 тыс. рисунков и гравюр отражают климатические изменения, а также эволюцию животного мира и человека, происходившие в Сахаре в период с 6-го тысячелетия до н.э. вплоть до первых веков нашей эры. Здешний рельеф, образованный эродированным песчаником (так называемый «каменный лес»), очень живописен.</p>","<p dir=""rtl"">يأوي هذا المنظر القمري الغريب الذي يتمتّع بأهمية جيولوجية كبيرة إحدى أكبر المجّمعات الفنية الصخرية التي تعود إلى فترة ما قبل التاريخ في العالم. ويمكن المرء، عبر 15000 رسم  ومنحوتة تعود إلى عام 6000 قبل الميلاد وتستمرّ حتى القرون الأولى من عصرنا، متابعة التغييرات في الطقس وهجرة الثروة الحيوانية وتطوّر الحياة البشرية في غياهب الصحارى. وتشكّل بانوراما التكوينات الجيولوجية مصدر اهتمام استثنائي بفضل ""الغابات الصخرية "" التي تتشكّل من الصلصال الرملي المتآكل.</p>","<p>该遗址所在地环境独特，如同月球表面，极具地质学研究意义，是世界上最重要的史前岩洞艺术群之一。15,000多幅绘画和雕刻作品记录了公元前6000年至公元初几个世纪撒哈拉沙漠边缘地区的气候变化、动物迁徙和人类生活进化。当地的地质构成形态有着极高的观赏价值，被侵蚀的砂岩形成了“石林”。  </p>",,,1982,,0,,,9,25.5,7200000,1,0,1,0,0,0,1,1,0,0,(i)(iii)(vii)(viii),Mixed,C/N,Algeria,Algérie,Argelia,Алжир,الجزائر,阿尔及利亚,Arab States,États arabes,dz,dza,0
209,188,,M'Zab Valley,Vallée du M'Zab,Valle del M’Zab,Долина Мзаб,وادي مزاب,姆扎卜山谷,"<p>A traditional human habitat, created in the 10th century by the Ibadites around their five <em>ksour</em> (fortified cities), has been preserved intact in the M’Zab valley. Simple, functional and perfectly adapted to the environment, the architecture of M’Zab was designed for community living, while respecting the structure of the family. It is a source of inspiration for today’s urban planners.</p>","<p>Le paysage de la vallée du M’Zab, créé au Xe siècle par les Ibadites autour de leurs cinq <em>ksour</em>, ou villages fortifiés, semble être resté intact. Simple, fonctionnelle et parfaitement adaptée à l’environnement, l’architecture du M’Zab a été conçue pour la vie en communauté, tout en respectant les structures familiales. C’est une source d’inspiration pour les urbanistes d’aujourd’hui.</p>","<p>El paisaje del Valle del M’Zab, creado por los ibaditas en torno a cinco aldeas fortificadas (ksur), se conserva prácticamente intacto. Sencilla, funcional y perfectamente adaptada al entorno, su arquitectura fue diseñada para una vida en comunidad que respetase las estructuras familiares. El sitio constituye una fuente de inspiración para los urbanistas contemporáneos.</p>","<p>Традиционный район поселения мусульман-ибадитов, существующий с X в. вокруг пяти ксуров (укрепленных городов) в долине Мзаб, сохранился до нашего времени неизменным. Простая и функциональная, великолепно приспособленная к окружающей среде архитектура района Мзаб была предназначена для жизни общин, придерживающихся традиционной семейной структуры. Это - источник вдохновения и для современных градостроителей.</p>","<p dir=""rtl"">يبدو منظر وادي مزاب الذي تأسس في القرن العاشرعلى يد الأباظيين حول قصورهم الخمس أو قراهم المعزّزة وكأنه لا يزال على حاله. وقد صُمّمت الهندسة المعمارية لمزاب، وهي بسيطة وعملية ومتكيّفة تماماً مع البيئة من حولها، للعيش في الجماعة مع احترام البنى العائلية. إنها مصدر وحي لعلماء التنظيم المدني اليوم.</p>",<p>这是一个传统的人类居住地，由伊巴底人（the Ibadites）于十世纪围绕五座城邦修建而成，完整保存在姆扎卜山谷中。姆扎卜建筑简朴、实用，完美地与环境融为了一体。姆扎卡的建筑结构是为群体居住而设计的，但同时也考虑到了家庭的结构，当今城市建筑的设计者可以此为借鉴。</p>,,,1982,,0,,,3.68333,32.48333,665.03,0,1,1,0,1,0,0,0,0,0,(ii)(iii)(v),Cultural,C,Algeria,Algérie,Argelia,Алжир,الجزائر,阿尔及利亚,Arab States,États arabes,dz,dza,0
212,191,,Djémila,Djémila,Yemila,Древний город Джемила,جميلة,杰米拉,"<p>Situated 900 m above sea-level, Dj&eacute;mila, or Cuicul, with its forum, temples, basilicas, triumphal arches and houses, is an interesting example of Roman town planning adapted to a mountain location.</p>","<p>Dj&eacute;mila, ou Cuicul, avec son forum, ses temples et ses basiliques, ses arcs de triomphe et ses maisons, &agrave; 900 m d&rsquo;altitude, est un exemple remarquable d&rsquo;urbanisme romain adapt&eacute; &agrave; un site montagneux.</p>","<p>Situada a 900 metros sobre el nivel del mar, la ciudad de Yemila, tambi&eacute;n llamada Cuicul, cuenta con un foro, templos, bas&iacute;licas, arcos de triunfo y viviendas, y es un ejemplo excepcional del urbanismo romano adaptado a una zona monta&ntilde;osa.</p>","<p>Расположенный на высоте 900 м над уровнем моря, город Джемила (или Кикул) с форумом, храмами, базиликами, триумфальными арками и жилыми домами является интересным примером древнеримского градостроительства, приспособленного к условиям горной местности.</p>","<p dir=""rtl"">جميلة أو سويكول بساحتها وهياكلها وكنائسها وأقواس نصرها ومنازلها الواقعة كلها على ارتفاع 900 متر عن سطح البحر هي مثال مذهل للتنظيم المدني الروماني الذي يتكيّف مع المواقع الجبلية.</p>",<p>杰米拉又叫奎库尔城 (Cuicul)，海拔900多米，城内有广场、神庙、长方形会堂、凯旋门和民居，形成了在山区进行罗马式城市建筑设计的典型范例。</p>,,,1982,,0,,,5.73667,36.32056,30.6,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Algeria,Algérie,Argelia,Алжир,الجزائر,阿尔及利亚,Arab States,États arabes,dz,dza,0
214,193,,Tipasa,Tipasa,Tipasa,Древний город Типаса,تيبازا,提帕萨,"<p>On the shores of the Mediterranean, Tipasa was an ancient Punic trading-post conquered by Rome and turned into a strategic base for the conquest of the kingdoms of Mauritania. It comprises a unique group of Phoenician, Roman, palaeochristian and Byzantine ruins alongside indigenous monuments such as the Kbor er Roumia, the great royal mausoleum of Mauretania.</p>","<p>Sur les rives de la Méditerranée, Tipasa, ancien comptoir punique, fut occupé par Rome, qui en fit une base stratégique pour la conquête des royaumes mauritaniens. Il comprend un ensemble unique de vestiges phéniciens, romains, paléochrétiens et byzantins, voisinant avec des monuments autochtones, tel le Kbor er Roumia, grand mausolée royal de Maurétanie.</p>","<p>Situada en la costa del Mediterráneo, Tipasa fue una factoría cartaginesa conquistada por Roma, que la transformó en base estratégica para la conquista de los reinos mauritanos. El sitio posee un conjunto único en su género de vestigios fenicios, romanos, paleocristianos y bizantinos, así como monumentos autóctonos, entre los que figura el gran mausoleo real de Mauritania (Kbor er Rumia).</p>","<p>Находящаяся на средиземноморском побережье Типаса была древним пуническим торговым пунктом, захваченным римлянами и преобразованным в стратегическую базу для завоевания царств Мавритании. Здесь находится уникальная группа руин финикийского, древнеримского, раннехристианского, византийского происхождения, а также местные памятники, такие как Кбор-эр-Румиа и большой мавзолей царей Мавритании.</p>","<p dir=""rtl"">تقع تيبازا على ضفاف البحر المتوسط وهي مركز تجاري بوني (قرطاجي) قديم. احتلّها الرومان وجعلوها قاعدة استراتيجية لفتح الممالك الموريتانية. تشمل تيبازا مجموعة فريدة من الآثار الفينيقية والرومانية والمسيحية القديمة والبيزنطية التي تتجاور مع النصب المحلية مثل قبر الرومية وهو الضريح الموريتاني الملكي الكبير.</p>",<p>提帕萨位于地中海海滨，原是古罗马统治下古迦太基人的贸易港，后成为征服毛利塔尼亚王国的战略基地。该遗址不仅有一系列腓尼基人、罗马人、古基督教和拜占庭时期的独特建筑群遗迹，还有当地的古迹，如宏伟的毛里塔尼亚皇家陵墓——克博·埃尔·罗米亚(Kbor er Roumia)。</p>,,,1982,,0,2006,P 2002-2006,2.383333333,36.55,52.16,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Algeria,Algérie,Argelia,Алжир,الجزائر,阿尔及利亚,Arab States,États arabes,dz,dza,0
